,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
814,1.0,0.2,0.54,0.16,0.10300000000000001,0.26,0.13,0.99,0.76,0.52,0.8,0.71
815,0.85,0.23,0.33,0.14,0.099,0.28,0.12,0.99,0.77,0.47,0.77,0.57
816,0.77,0.27,0.19,0.19,0.081,0.11,0.09,0.99,0.77,0.37,0.75,0.71
817,0.85,0.12,0.42,0.08,0.084,0.26,0.08,0.98,0.79,0.49,0.85,0.71
818,0.55,0.41,0.0,0.13,0.071,0.29,0.15,0.98,0.79,0.26,0.67,0.57
819,0.72,0.37,0.15,0.19,0.09699999999999999,0.12,0.2,0.99,0.79,0.33,0.68,0.57
820,0.55,0.39,0.0,0.1,0.099,0.12,0.07,0.98,0.8,0.38,0.69,0.57
821,0.38,0.21,0.0,0.11,0.048,0.22,0.14,0.97,0.91,0.5,1.0,0.86
822,0.52,0.29,0.13,0.11,0.076,0.21,0.12,0.99,0.88,0.42,0.7,0.57
823,0.52,0.29,0.13,0.11,0.076,0.21,0.12,0.99,0.88,0.42,0.7,0.57
824,0.55,0.25,0.28,0.16,0.068,0.08,0.05,0.98,0.77,0.32,0.73,0.57
825,0.55,0.23,0.14,0.16,0.076,0.21,0.12,0.98,0.81,0.29,0.76,0.57
826,0.59,0.1,0.34,0.13,0.05,0.06,0.02,0.98,0.82,0.42,0.78,0.86
827,0.55,0.23,0.14,0.16,0.076,0.21,0.12,0.98,0.81,0.29,0.76,0.57
828,0.61,0.31,0.09,0.13,0.065,0.47,0.15,0.98,0.84,0.5,0.91,1.0
829,0.46,0.34,0.08,0.11,0.071,0.22,0.07,0.98,0.87,0.52,0.79,0.71
830,0.59,0.39,0.07,0.14,0.057999999999999996,0.07,0.02,0.98,0.81,0.34,0.78,0.43
831,0.46,0.34,0.08,0.11,0.071,0.22,0.07,0.98,0.87,0.52,0.79,0.71
832,0.82,0.22,0.42,0.07,0.145,0.47,0.16,0.99,0.81,0.6,0.7,0.28
833,0.92,0.24,0.44,0.08,0.147,0.5,0.17,0.99,0.81,0.6,0.7,0.43
834,0.69,0.39,0.26,0.08,0.08800000000000001,0.22,0.07,0.98,0.8,0.27,0.67,0.57
835,0.6,0.37,0.1,0.07,0.066,0.37,0.18,0.98,0.82,0.31,0.66,0.57
836,0.52,0.11,0.28,0.13,0.012,0.5,0.34,0.97,0.78,0.21,0.83,0.86
837,0.52,0.11,0.28,0.13,0.012,0.5,0.34,0.97,0.78,0.21,0.83,0.86
838,0.8,0.13,0.35,0.08,0.075,0.12,0.09,0.98,0.77,0.57,0.8,0.86
839,0.47,0.26,0.04,0.12,0.092,0.18,0.08,0.98,0.84,0.27,0.71,0.57
840,0.88,0.21,0.47,0.15,0.085,0.12,0.11,0.99,0.77,0.52,0.86,0.86
841,0.51,0.37,0.0,0.17,0.115,0.29,0.1,0.98,0.84,0.41,0.73,0.57
842,0.84,0.26,0.45,0.15,0.11900000000000001,0.47,0.23,0.98,0.77,0.48,0.78,0.71
843,0.55,0.39,0.35,0.11,0.08800000000000001,0.12,0.31,0.98,0.79,0.4,0.67,0.57
844,0.78,0.09,0.46,0.09,0.062,0.36,0.14,0.98,0.76,0.57,0.75,0.71
845,0.5,0.36,0.21,0.09,0.081,0.19,0.1,0.98,0.88,0.43,0.7,0.57
846,0.5,0.36,0.21,0.09,0.081,0.19,0.1,0.98,0.88,0.43,0.7,0.57
847,0.58,0.38,0.16,0.09,0.078,0.17,0.13,0.99,0.85,0.47,0.7,0.71
848,0.5,0.36,0.21,0.09,0.081,0.19,0.1,0.98,0.88,0.43,0.7,0.57
849,0.5,0.35,0.21,0.08,0.08,0.17,0.1,0.98,0.87,0.43,0.7,0.57
850,0.73,0.21,0.44,0.1,0.085,0.12,0.07,0.98,0.79,0.34,0.68,0.57
851,0.73,0.21,0.44,0.1,0.085,0.12,0.07,0.98,0.79,0.34,0.68,0.57
852,0.63,0.21,0.32,0.14,0.08,0.36,0.42,0.99,0.77,0.77,0.69,0.57
853,0.73,0.16,0.39,0.07,0.08,0.57,0.18,0.98,0.84,0.49,0.78,0.71
854,0.73,0.16,0.39,0.07,0.08,0.57,0.18,0.98,0.84,0.49,0.78,0.71
855,0.6,0.42,0.02,0.14,0.071,0.14,0.04,0.98,0.85,0.47,0.83,0.86
856,0.73,0.16,0.39,0.07,0.08,0.57,0.18,0.98,0.84,0.49,0.78,0.71
857,0.64,0.1,0.34,0.14,0.073,0.22,0.15,0.98,0.82,0.53,0.8,0.86
858,0.93,0.11,0.47,0.09,0.054000000000000006,0.24,0.1,0.98,0.75,0.44,0.75,0.86
859,0.53,0.3,0.22,0.09,0.07400000000000001,0.21,0.07,0.98,0.82,0.57,0.8,0.71
860,0.56,0.34,0.06,0.15,0.077,0.21,0.29,0.99,0.85,0.33,0.68,0.57
861,0.45,0.61,0.66,0.11,0.039,0.21,0.3,0.98,0.9,0.38,0.82,0.71
862,0.59,0.21,0.32,0.15,0.067,0.1,0.08,0.98,0.77,0.25,0.74,0.57
863,0.56,0.34,0.06,0.14,0.078,0.24,0.28,0.99,0.85,0.32,0.69,0.57
864,0.56,0.34,0.06,0.15,0.077,0.21,0.29,0.99,0.85,0.33,0.68,0.57
865,0.56,0.35,0.07,0.15,0.077,0.22,0.29,0.99,0.85,0.33,0.69,0.57
866,0.53,0.25,0.22,0.13,0.071,0.18,0.07,0.98,0.82,0.57,0.8,0.71
867,0.54,0.27,0.23,0.11,0.07200000000000001,0.18,0.07,0.98,0.82,0.58,0.8,0.71
868,0.53,0.3,0.22,0.09,0.07400000000000001,0.21,0.07,0.98,0.82,0.57,0.8,0.71
869,0.6,0.35,0.03,0.11,0.08,0.37,0.14,0.98,0.83,0.42,0.78,0.71
870,0.6,0.41,0.01,0.11,0.064,0.43,0.14,0.98,0.82,0.36,0.84,0.71
871,0.54,0.3,0.03,0.07,0.086,0.5,0.15,0.98,0.86,0.36,0.75,0.57
872,0.57,0.16,0.24,0.11,0.067,0.39,0.16,0.98,0.83,0.33,0.71,0.43
873,0.72,0.06,0.37,0.08,0.067,0.08,0.02,0.98,0.77,0.37,0.79,0.86
874,0.82,0.18,0.46,0.11,0.10400000000000001,0.08,0.02,0.98,0.74,0.42,0.84,0.86
875,0.69,0.13,0.4,0.16,0.109,0.1,0.05,0.98,0.79,0.54,0.84,0.86
876,0.55,0.24,0.0,0.12,0.067,0.1,0.04,0.98,0.82,0.37,0.78,0.43
877,0.6,0.41,0.01,0.11,0.064,0.43,0.14,0.98,0.82,0.36,0.84,0.71
878,0.69,0.34,0.19,0.24,0.094,0.42,0.23,0.99,0.77,0.3,0.71,0.71
879,0.56,0.33,0.04,0.14,0.076,0.25,0.3,0.99,0.86,0.34,0.68,0.57
880,0.72,0.3,0.18,0.08,0.078,0.14,0.06,0.98,0.75,0.29,0.7,0.57
881,0.6,0.41,0.0,0.11,0.068,0.42,0.11,0.98,0.84,0.42,0.81,0.71
882,0.66,0.13,0.29,0.18,0.19399999999999998,0.19,0.08,0.98,0.77,0.53,0.86,0.71
883,0.56,0.33,0.04,0.14,0.076,0.25,0.3,0.99,0.86,0.34,0.68,0.57
884,0.69,0.34,0.19,0.24,0.094,0.42,0.23,0.99,0.77,0.3,0.71,0.71
885,0.7,0.43,0.14,0.14,0.086,0.12,0.09,0.99,0.8,0.42,0.75,0.57
886,0.71,0.47,0.12,0.13,0.083,0.11,0.09,0.99,0.8,0.42,0.74,0.71
887,0.85,0.27,0.38,0.15,0.066,0.4,0.19,0.98,0.75,0.54,0.86,0.86
888,0.53,0.31,0.0,0.14,0.07200000000000001,0.44,0.21,0.98,0.83,0.35,0.8,0.71
889,0.85,0.53,0.34,0.41,0.11199999999999999,0.32,0.34,1.0,0.77,0.45,0.66,0.57
890,0.56,0.15,0.24,0.11,0.071,0.42,0.17,0.98,0.83,0.37,0.72,0.57
891,0.56,0.37,0.03,0.13,0.078,0.22,0.29,0.99,0.86,0.36,0.69,0.57
892,0.8,0.23,0.23,0.1,0.08199999999999999,0.14,0.05,0.99,0.77,0.42,0.66,0.71
893,0.56,0.37,0.03,0.13,0.078,0.22,0.29,0.99,0.86,0.36,0.69,0.57
894,0.56,0.35,0.03,0.12,0.08,0.24,0.3,0.99,0.86,0.37,0.7,0.71
895,0.55,0.32,0.01,0.13,0.08,0.37,0.14,0.98,0.83,0.37,0.76,0.71
896,0.65,0.13,0.39,0.13,0.078,0.24,0.14,0.98,0.79,0.52,0.89,0.86
897,0.55,0.32,0.01,0.13,0.08,0.37,0.14,0.98,0.83,0.37,0.76,0.71
898,0.65,0.13,0.39,0.13,0.078,0.24,0.14,0.98,0.79,0.52,0.89,0.86
899,0.65,0.62,0.02,0.2,0.084,0.08,0.03,0.99,0.84,0.29,0.78,0.28
900,0.7,0.13,0.36,0.15,0.055999999999999994,0.14,0.13,0.98,0.82,0.46,0.84,0.57
901,0.58,0.35,0.1,0.13,0.08,0.22,0.11,0.99,0.87,0.46,0.77,0.86
902,0.58,0.35,0.1,0.13,0.08,0.22,0.11,0.99,0.87,0.46,0.77,0.86
903,0.53,0.32,0.06,0.37,0.06,0.15,0.05,0.98,0.82,0.37,0.77,0.86
904,0.53,0.32,0.06,0.37,0.06,0.15,0.05,0.98,0.82,0.37,0.77,0.86
905,0.72,0.32,0.2,0.17,0.081,0.21,0.39,0.99,0.77,0.37,0.68,0.57
906,0.56,0.29,0.27,0.15,0.084,0.17,0.26,0.98,0.82,0.47,0.78,0.57
907,0.47,0.3,0.0,0.12,0.079,0.08,0.02,0.98,0.88,0.33,0.82,0.71
908,0.58,0.27,0.13,0.13,0.078,0.47,0.2,0.98,0.83,0.37,0.77,0.71
909,0.57,0.13,0.39,0.05,0.059000000000000004,0.1,0.03,0.98,0.79,0.31,0.82,0.71
910,0.73,0.18,0.48,0.23,0.132,0.04,0.03,0.98,0.77,0.36,0.94,0.71
911,0.72,0.11,0.46,0.57,0.114,0.04,0.02,0.99,0.76,0.38,0.78,0.71
912,0.79,0.23,0.44,0.17,0.065,0.06,0.02,0.98,0.8,0.4,0.87,0.71
913,0.74,0.19,0.46,0.28,0.094,0.04,0.02,0.98,0.78,0.42,0.87,0.86
914,0.57,0.13,0.39,0.05,0.059000000000000004,0.1,0.03,0.98,0.79,0.31,0.82,0.71
915,0.68,0.13,0.4,0.12,0.079,0.04,0.01,0.98,0.78,0.44,0.85,0.71
916,0.41,0.41,0.19,0.07,0.161,0.1,0.21,0.98,0.89,0.39,0.78,0.57
917,0.53,0.2,0.31,0.56,0.084,0.36,0.15,0.99,0.81,0.42,0.72,0.71
918,0.66,0.16,0.32,0.12,0.081,0.44,0.27,0.98,0.79,0.48,0.78,0.71
919,0.66,0.34,0.12,0.09,0.07200000000000001,0.53,0.15,0.98,0.81,0.62,0.84,0.71
920,0.76,0.2,0.37,0.13,0.091,0.14,0.07,0.99,0.77,0.35,0.75,0.57
921,0.66,0.16,0.32,0.12,0.081,0.44,0.27,0.98,0.79,0.48,0.78,0.71
922,0.66,0.34,0.12,0.09,0.07200000000000001,0.53,0.15,0.98,0.81,0.62,0.84,0.71
923,0.53,0.2,0.31,0.56,0.084,0.36,0.15,0.99,0.81,0.42,0.72,0.71
924,0.68,0.24,0.27,0.13,0.055,0.19,0.09,0.98,0.76,0.55,0.8,0.57
925,0.68,0.07,0.36,0.1,0.064,0.74,0.26,0.98,0.84,0.61,0.78,0.86
926,0.74,0.08,0.33,0.13,0.061,0.72,0.24,0.99,0.84,0.63,0.73,0.71
927,0.66,0.38,0.19,0.12,0.09300000000000001,0.15,0.25,0.99,0.76,0.37,0.65,0.43
928,0.68,0.24,0.27,0.13,0.055,0.19,0.09,0.98,0.76,0.55,0.8,0.57
929,0.68,0.14,0.38,0.19,0.063,0.14,0.06,0.98,0.79,0.49,0.86,0.86
930,0.51,0.34,0.01,0.1,0.08,0.11,0.08,0.99,0.91,0.49,0.75,0.57
931,0.58,0.34,0.01,0.11,0.07400000000000001,0.18,0.12,0.99,0.84,0.42,0.7,0.57
932,0.6,0.19,0.29,0.1,0.078,0.4,0.22,0.98,0.84,0.37,0.68,0.71
933,0.58,0.34,0.01,0.11,0.07400000000000001,0.18,0.12,0.99,0.84,0.42,0.7,0.57
934,0.51,0.34,0.01,0.1,0.08,0.11,0.08,0.99,0.91,0.49,0.75,0.57
935,0.69,0.12,0.38,0.13,0.06,0.26,0.24,0.98,0.82,0.48,0.84,0.71
936,0.69,0.12,0.38,0.13,0.06,0.26,0.24,0.98,0.82,0.48,0.84,0.71
937,0.95,0.35,0.5,0.07,0.071,0.08,0.08,0.99,0.72,0.38,0.74,0.43
938,0.56,0.18,0.38,0.16,0.068,0.32,0.14,0.98,0.8,0.48,0.92,0.86
939,0.48,0.23,0.17,0.08,0.073,0.1,0.03,0.98,0.88,0.33,0.81,0.57
940,0.76,0.14,0.52,0.12,0.07400000000000001,0.18,0.08,0.98,0.81,0.52,0.88,0.86
941,0.78,0.1,0.49,0.31,0.08199999999999999,0.12,0.05,0.98,0.76,0.31,0.89,0.86
942,0.8,0.21,0.4,0.15,0.092,0.18,0.17,0.99,0.77,0.42,0.71,0.86
943,0.77,0.26,0.34,0.13,0.094,0.14,0.15,0.99,0.77,0.38,0.69,0.86
944,0.65,0.12,0.49,0.23,0.09,0.15,0.07,0.98,0.78,0.42,0.86,0.86
945,0.81,0.22,0.42,0.11,0.071,0.1,0.06,0.98,0.74,0.54,0.79,0.86
946,0.81,0.22,0.58,0.25,0.092,0.15,0.07,0.99,0.79,0.71,0.86,0.86
947,0.65,0.11,0.48,0.11,0.09300000000000001,0.08,0.03,0.98,0.78,0.4,0.88,0.86
948,0.7,0.0,0.45,0.09,0.075,0.14,0.06,0.98,0.82,0.52,0.85,0.86
949,0.7,0.06,0.45,0.09,0.075,0.14,0.06,0.98,0.82,0.52,0.85,0.86
950,0.7,0.06,0.45,0.09,0.075,0.14,0.06,0.98,0.82,0.52,0.85,0.86
951,0.65,0.16,0.48,0.11,0.09300000000000001,0.08,0.03,0.98,0.78,0.4,0.88,0.86
952,0.64,0.18,0.4,0.12,0.057999999999999996,0.08,0.02,0.98,0.79,0.45,0.8,0.86
953,0.81,0.2,0.48,0.11,0.052000000000000005,0.07,0.02,0.98,0.76,0.46,0.86,0.86
954,0.6,0.26,0.4,0.15,0.08199999999999999,0.08,0.03,0.98,0.83,0.33,0.87,0.71
955,0.67,0.11,0.52,0.1,0.09,0.12,0.07,0.98,0.81,0.44,0.74,0.57
956,0.71,0.21,0.52,0.11,0.111,0.07,0.02,0.98,0.79,0.4,0.8,0.71
957,0.75,0.22,0.52,0.11,0.08800000000000001,0.17,0.17,0.98,0.79,0.37,0.79,0.71
958,0.5,0.35,0.12,0.13,0.12,0.35,0.12,0.98,0.84,0.47,0.8,0.86
959,0.63,0.36,0.05,0.11,0.08900000000000001,0.17,0.1,0.99,0.81,0.39,0.71,0.57
960,0.67,0.28,0.27,0.1,0.057999999999999996,0.25,0.12,0.98,0.75,0.59,0.79,0.71
961,0.55,0.34,0.14,0.08,0.078,0.1,0.05,0.98,0.78,0.4,0.66,0.57
962,0.51,0.35,0.02,0.11,0.115,0.08,0.05,0.98,0.81,0.46,0.68,0.57
963,0.69,0.15,0.39,0.11,0.1,0.28,0.08,0.98,0.75,0.46,0.8,0.71
964,0.67,0.28,0.27,0.1,0.057999999999999996,0.25,0.12,0.98,0.75,0.59,0.79,0.71
965,0.65,0.2,0.4,0.13,0.065,0.33,0.16,0.98,0.8,0.6,0.78,0.71
966,0.71,0.22,0.41,0.13,0.10300000000000001,0.08,0.02,0.98,0.74,0.37,0.85,0.86
967,0.67,0.41,0.2,0.11,0.09699999999999999,0.32,0.38,0.99,0.74,0.28,0.65,0.57
968,0.71,0.24,0.43,0.13,0.068,0.4,0.15,0.98,0.76,0.38,0.87,0.71
969,0.52,0.34,0.09,0.17,0.079,0.1,0.07,0.98,0.84,0.39,0.73,0.57
970,0.82,0.15,0.48,0.1,0.066,0.08,0.02,0.99,0.8,0.61,0.78,0.71
971,0.82,0.15,0.48,0.1,0.066,0.08,0.02,0.99,0.8,0.61,0.78,0.71
972,0.8,0.22,0.5,0.13,0.10400000000000001,0.08,0.04,0.98,0.77,0.42,0.83,0.86
973,0.67,0.2,0.44,0.09,0.079,0.08,0.03,0.98,0.86,0.41,0.76,0.57
974,0.69,0.19,0.41,0.37,0.073,0.1,0.04,0.98,0.79,0.4,0.86,0.86
975,0.56,0.24,0.3,0.11,0.083,0.49,0.24,0.98,0.83,0.31,0.67,0.57
976,0.56,0.24,0.3,0.11,0.083,0.49,0.24,0.98,0.83,0.31,0.67,0.57
977,0.66,0.36,0.29,0.15,0.109,0.43,0.41,0.99,0.75,0.3,0.65,0.57
978,0.55,0.24,0.32,0.21,0.061,0.12,0.09,0.98,0.79,0.29,0.8,0.86
979,0.97,0.27,0.49,0.07,0.075,0.04,0.01,0.98,0.74,0.41,0.74,0.57
980,0.72,0.3,0.3,0.1,0.065,0.11,0.05,0.99,0.8,0.47,0.75,0.71
981,0.75,0.53,0.26,0.1,0.079,0.18,0.09,0.98,0.78,0.4,0.71,0.57
982,0.57,0.31,0.32,0.11,0.07,0.71,0.23,0.98,0.8,0.57,0.92,0.71
983,0.72,0.3,0.3,0.1,0.065,0.11,0.05,0.99,0.8,0.47,0.75,0.71
984,0.97,0.27,0.49,0.07,0.075,0.04,0.01,0.98,0.74,0.41,0.74,0.57
985,0.58,0.35,0.0,0.11,0.064,0.1,0.03,0.98,0.84,0.37,0.8,0.71
986,0.77,0.2,0.39,0.07,0.066,0.04,0.01,0.98,0.76,0.34,0.81,0.86
987,0.55,0.21,0.3,0.08,0.08,0.49,0.23,0.98,0.83,0.3,0.67,0.57
988,0.6,0.23,0.12,0.09,0.09699999999999999,0.26,0.08,0.98,0.75,0.29,0.67,0.57
989,0.77,0.17,0.4,0.07,0.073,0.19,0.06,0.98,0.74,0.31,0.78,0.71
990,0.6,0.23,0.12,0.09,0.09699999999999999,0.26,0.08,0.98,0.75,0.29,0.67,0.57
991,0.55,0.2,0.28,0.11,0.08199999999999999,0.43,0.23,0.98,0.84,0.28,0.67,0.57
992,0.51,0.24,0.1,0.11,0.076,0.42,0.15,0.98,0.81,0.28,0.67,0.71
993,0.55,0.2,0.28,0.11,0.08199999999999999,0.43,0.23,0.98,0.84,0.28,0.67,0.57
994,0.79,0.2,0.45,0.14,0.092,0.28,0.3,0.99,0.75,0.24,0.67,0.57
995,0.6,0.37,0.06,0.11,0.079,0.26,0.13,0.98,0.82,0.4,0.72,0.71
996,0.43,0.41,0.0,0.12,0.087,0.04,0.03,0.98,0.91,0.41,0.91,0.86
997,0.43,0.41,0.0,0.12,0.087,0.04,0.03,0.98,0.91,0.41,0.91,0.86
998,0.7,0.52,0.34,0.07,0.05,0.06,0.02,0.98,0.74,0.28,0.65,0.71
999,0.5,0.42,0.0,0.08,0.055,0.1,0.03,0.97,0.84,0.32,0.92,0.71
1000,0.59,0.26,0.3,0.12,0.062,0.08,0.03,0.98,0.83,0.48,0.82,0.86
1001,0.78,0.2,0.38,0.07,0.057999999999999996,0.43,0.15,0.98,0.78,0.57,0.75,0.86
1002,0.72,0.17,0.33,0.11,0.063,0.18,0.08,0.98,0.78,0.58,0.83,0.86
1003,0.53,0.21,0.32,0.09,0.067,0.06,0.02,0.98,0.81,0.34,0.91,0.86
1004,0.64,0.26,0.29,0.08,0.081,0.37,0.15,0.98,0.78,0.33,0.73,0.57
1005,0.53,0.21,0.32,0.09,0.067,0.06,0.02,0.98,0.81,0.34,0.91,0.86
1006,0.72,0.17,0.33,0.11,0.063,0.18,0.08,0.98,0.78,0.58,0.83,0.86
1007,0.72,0.17,0.34,0.11,0.064,0.17,0.08,0.98,0.78,0.58,0.83,0.86
1008,0.7,0.2,0.4,0.21,0.11,0.17,0.07,0.98,0.77,0.47,0.86,0.86
1009,0.76,0.3,0.36,0.16,0.11599999999999999,0.36,0.18,0.99,0.76,0.45,0.78,0.57
1010,0.7,0.16,0.45,0.09,0.067,0.1,0.03,0.98,0.78,0.34,0.88,0.86
1011,0.7,0.19,0.31,0.11,0.08800000000000001,0.17,0.06,0.98,0.75,0.34,0.74,0.71
1012,0.6,0.63,0.15,0.11,0.102,0.15,0.1,0.98,0.77,0.28,0.71,0.57
1013,0.59,0.44,0.0,0.08,0.092,0.31,0.1,0.98,0.81,0.37,0.71,0.71
1014,0.63,0.35,0.16,0.11,0.12,0.04,0.01,0.98,0.77,0.37,0.8,0.71
1015,0.83,0.23,0.46,0.12,0.075,0.19,0.08,0.98,0.72,0.58,0.81,0.71
1016,0.7,0.22,0.4,0.12,0.068,0.17,0.09,0.98,0.78,0.51,0.9,0.86
1017,0.63,0.09,0.37,0.03,0.049,0.5,0.37,0.97,0.67,0.25,0.91,0.71
1018,0.63,0.09,0.37,0.04,0.049,0.5,0.37,0.97,0.67,0.25,0.91,0.71
1019,0.55,0.3,0.14,0.1,0.078,0.14,0.07,0.98,0.86,0.39,0.74,0.57
1020,0.89,0.21,0.66,0.14,0.12300000000000001,0.04,0.02,0.98,0.76,0.32,0.85,0.71
1021,0.89,0.21,0.66,0.14,0.12300000000000001,0.04,0.02,0.98,0.76,0.32,0.85,0.71
1022,0.55,0.31,0.09,0.12,0.062,0.06,0.02,0.98,0.81,0.33,0.75,0.57
1023,0.64,0.19,0.42,0.13,0.098,0.04,0.02,0.98,0.78,0.34,0.88,0.71
1024,0.6,0.35,0.01,0.1,0.08800000000000001,0.17,0.05,0.98,0.8,0.35,0.75,0.86
1025,0.68,0.52,0.0,0.16,0.095,0.24,0.14,0.99,0.8,0.38,0.74,0.71
1026,0.62,0.18,0.32,0.1,0.066,0.19,0.12,0.98,0.82,0.35,0.9,0.71
1027,0.5,0.49,0.0,0.12,0.065,0.39,0.17,0.98,0.85,0.31,0.83,0.57
1028,0.56,0.2,0.21,0.14,0.075,0.57,0.23,0.98,0.81,0.33,0.72,0.71
1029,0.6,0.35,0.01,0.1,0.08800000000000001,0.17,0.05,0.98,0.8,0.35,0.75,0.86
1030,0.55,0.36,0.0,0.12,0.091,0.12,0.04,0.98,0.83,0.34,0.82,0.86
1031,0.57,0.33,0.01,0.1,0.09300000000000001,0.12,0.04,0.98,0.81,0.37,0.78,0.86
1032,0.64,0.51,0.0,0.25,0.095,0.07,0.04,0.99,0.81,0.32,0.68,0.57
1033,0.59,0.35,0.08,0.15,0.08900000000000001,0.19,0.08,0.98,0.79,0.37,0.74,0.71
1034,0.7,0.46,0.18,0.14,0.077,0.21,0.16,0.99,0.76,0.27,0.69,0.71
1035,0.8,0.22,0.34,0.14,0.085,0.07,0.05,0.98,0.75,0.42,0.75,0.86
1036,0.6,0.18,0.34,0.14,0.08199999999999999,0.36,0.11,0.98,0.77,0.37,0.89,0.86
1037,0.57,0.57,0.1,0.1,0.07400000000000001,0.28,0.19,0.98,0.81,0.35,0.65,0.57
1038,0.68,0.24,0.41,0.39,0.078,0.35,0.14,0.98,0.77,0.52,0.9,0.86
1039,0.7,0.3,0.21,0.12,0.08800000000000001,0.29,0.13,0.98,0.8,0.57,0.79,0.71
1040,0.58,0.6,0.0,0.12,0.08800000000000001,0.22,0.1,0.99,0.87,0.44,0.73,0.57
1041,0.54,0.3,0.19,0.09,0.079,0.18,0.08,0.98,0.81,0.42,0.7,0.71
1042,0.7,0.3,0.21,0.12,0.08800000000000001,0.29,0.13,0.98,0.8,0.57,0.79,0.71
1043,0.75,0.23,0.41,0.57,0.069,0.25,0.13,0.99,0.79,0.56,0.78,0.86
1044,0.5,0.23,0.33,0.2,0.046,0.17,0.18,0.98,0.81,0.4,0.87,0.71
1045,0.54,0.26,0.0,0.07,0.07,0.44,0.12,0.98,0.8,0.37,0.81,0.71
1046,0.6,0.48,0.0,0.09,0.076,0.46,0.15,0.98,0.79,0.4,0.76,0.71
1047,0.55,0.26,0.17,0.1,0.08199999999999999,0.37,0.17,0.98,0.85,0.42,0.74,0.57
1048,0.73,0.3,0.36,0.09,0.081,0.04,0.04,0.98,0.78,0.53,0.78,0.71
1049,0.73,0.3,0.36,0.1,0.084,0.08,0.05,0.98,0.78,0.52,0.77,0.71
1050,0.55,0.26,0.17,0.1,0.08199999999999999,0.37,0.17,0.98,0.85,0.42,0.74,0.57
1051,0.67,0.28,0.59,0.07,0.414,0.22,0.15,0.98,0.71,1.0,0.65,0.57
1052,0.43,0.37,0.05,0.14,0.073,0.26,0.08,0.97,0.87,0.34,0.92,0.57
1053,0.65,0.19,0.42,0.13,0.07,0.12,0.06,0.98,0.81,0.53,0.91,0.86
1054,0.64,0.39,0.27,0.11,0.095,0.07,0.26,0.99,0.74,0.4,0.65,0.71
1055,0.64,0.39,0.27,0.11,0.095,0.07,0.26,0.99,0.74,0.4,0.65,0.71
1056,0.7,0.29,0.53,0.24,0.10099999999999999,0.04,0.02,0.98,0.76,0.38,0.86,0.86
1057,0.6,0.25,0.25,0.24,0.10400000000000001,0.39,0.3,0.99,0.75,0.36,0.65,0.57
1058,0.78,0.32,0.57,0.14,0.09300000000000001,0.42,0.17,0.98,0.76,0.52,0.83,0.86
1059,0.7,0.29,0.53,0.24,0.10099999999999999,0.04,0.02,0.98,0.76,0.38,0.86,0.86
1060,0.92,0.13,0.57,0.1,0.07400000000000001,0.04,0.02,0.99,0.74,0.47,0.7,0.71
1061,0.72,0.24,0.5,0.1,0.071,0.1,0.05,0.98,0.76,0.46,0.89,1.0
1062,0.63,0.22,0.44,0.1,0.098,0.08,0.04,0.98,0.79,0.42,0.81,0.71
1063,0.81,0.17,0.65,0.14,0.075,0.08,0.05,0.98,0.77,0.41,0.84,0.71
1064,0.64,0.46,0.09,0.11,0.067,0.07,0.02,0.98,0.79,0.36,0.84,0.71
1065,0.6,0.37,0.18,0.14,0.083,0.08,0.06,0.98,0.79,0.38,0.73,0.71
1066,0.51,0.31,0.08,0.14,0.07,0.18,0.08,0.98,0.82,0.49,0.89,0.86
1067,0.88,0.18,0.53,0.12,0.06,0.04,0.02,0.98,0.71,0.58,0.78,0.86
1068,0.88,0.18,0.53,0.12,0.06,0.04,0.02,0.98,0.71,0.58,0.78,0.86
1069,0.63,0.38,0.35,0.16,0.086,0.39,0.17,0.98,0.79,0.4,0.77,0.57
1070,0.73,0.19,0.45,0.08,0.057,0.26,0.12,0.98,0.76,0.63,0.79,0.86
1071,0.59,0.48,0.2,0.51,0.098,0.42,0.31,0.99,0.76,0.37,0.65,0.57
1072,0.56,0.2,0.26,0.1,0.083,0.46,0.25,0.98,0.82,0.37,0.68,0.71
1073,0.63,0.38,0.33,0.16,0.08800000000000001,0.22,0.12,0.99,0.79,0.37,0.76,0.71
1074,0.59,0.48,0.2,0.51,0.098,0.42,0.31,0.99,0.76,0.37,0.65,0.57
1075,0.72,0.14,0.34,0.11,0.071,0.62,0.22,0.99,0.83,0.6,0.73,0.86
1076,0.78,0.19,0.56,0.11,0.073,0.04,0.02,0.98,0.75,0.49,0.81,0.71
1077,0.68,0.22,0.65,0.4,0.08,0.04,0.02,0.99,0.78,0.37,0.78,0.57
1078,0.68,0.22,0.65,0.4,0.08,0.04,0.02,0.99,0.78,0.37,0.78,0.57
1079,0.62,0.17,0.68,0.53,0.05,0.52,0.96,0.98,0.71,0.31,0.88,0.86
1080,0.81,0.15,0.56,0.07,0.047,0.04,0.02,0.98,0.75,0.31,0.84,0.71
1081,0.62,0.17,0.68,0.53,0.05,0.52,1.0,0.98,0.71,0.31,0.88,0.86
1082,0.56,0.22,0.3,0.1,0.073,0.43,0.43,0.98,0.83,0.38,0.68,0.71
1083,0.68,0.25,0.45,0.14,0.07200000000000001,0.44,0.36,0.98,0.8,0.53,0.86,0.71
